"행정구역별(시군구)","성별","경제활동별","항목","단위","2015 년",
"남구","여자","일하지않았음","60~64세","","6085",
"남구","여자","일하지않았음","65~69세","","4492",
"남구","여자","일하지않았음","70~74세","","3528",
"남구","여자","일하지않았음","75~79세","","2682",
"남구","여자","일하지않았음","80~84세","","1701",
"남구","여자","일하지않았음","85세 이상","","1163",
"동구","계","계","60세 이상-계","","22794",
"동구","계","계","60~64세","","9656",
"동구","계","계","65~69세","","5723",
"동구","계","계","70~74세","","3325",
"동구","계","계","75~79세","","2047",
"동구","계","계","80~84세","","1166",
"동구","계","계","85세 이상","","877",
"동구","계","일하였음","60세 이상-계","","6567",
"동구","계","일하였음","60~64세","","4369",
"동구","계","일하였음","65~69세","","1533",
"동구","계","일하였음","70~74세","","462",
"동구","계","일하였음","75~79세","","161",
"동구","계","일하였음","80~84세","","38",
"동구","계","일하였음","85세 이상","","4",
"동구","계","일하지않았음","60세 이상-계","","16227",
"동구","계","일하지않았음","60~64세","","5287",
"동구","계","일하지않았음","65~69세","","4190",
"동구","계","일하지않았음","70~74세","","2863",
"동구","계","일하지않았음","75~79세","","1886",
"동구","계","일하지않았음","80~84세","","1128",
"동구","계","일하지않았음","85세 이상","","873",
"동구","남자","계","60세 이상-계","","11183",
"동구","남자","계","60~64세","","5142",
"동구","남자","계","65~69세","","3176",
"동구","남자","계","70~74세","","1623",
"동구","남자","계","75~79세","","802",
"동구","남자","계","80~84세","","305",
"동구","남자","계","85세 이상","","135",
"동구","남자","일하였음","60세 이상-계","","4957",
"동구","남자","일하였음","60~64세","","3376",
"동구","남자","일하였음","65~69세","","1172",
"동구","남자","일하였음","70~74세","","295",
"동구","남자","일하였음","75~79세","","77",
"동구","남자","일하였음","80~84세","","33",
"동구","남자","일하였음","85세 이상","","4",
"동구","남자","일하지않았음","60세 이상-계","","6226",
"동구","남자","일하지않았음","60~64세","","1766",
"동구","남자","일하지않았음","65~69세","","2004",
"동구","남자","일하지않았음","70~74세","","1328",
"동구","남자","일하지않았음","75~79세","","725",
"동구","남자","일하지않았음","80~84세","","272",
"동구","남자","일하지않았음","85세 이상","","131",
"동구","여자","계","60세 이상-계","","11611",
"동구","여자","계","60~64세","","4514",
"동구","여자","계","65~69세","","2547",
"동구","여자","계","70~74세","","1702",
"동구","여자","계","75~79세","","1245",
"동구","여자","계","80~84세","","861",
"동구","여자","계","85세 이상","","742",
"동구","여자","일하였음","60세 이상-계","","1610",
"동구","여자","일하였음","60~64세","","993",
"동구","여자","일하였음","65~69세","","361",
"동구","여자","일하였음","70~74세","","167",
"동구","여자","일하였음","75~79세","","84",
"동구","여자","일하였음","80~84세","","5",
"동구","여자","일하였음","85세 이상","","",
"동구","여자","일하지않았음","60세 이상-계","","10001",
"동구","여자","일하지않았음","60~64세","","3521",
"동구","여자","일하지않았음","65~69세","","2186",
"동구","여자","일하지않았음","70~74세","","1535",
"동구","여자","일하지않았음","75~79세","","1161",
"동구","여자","일하지않았음","80~84세","","856",
"동구","여자","일하지않았음","85세 이상","","742",
"북구","계","계","60세 이상-계","","18397",
"북구","계","계","60~64세","","6645",
"북구","계","계","65~69세","","4112",
"북구","계","계","70~74세","","3096",
"북구","계","계","75~79세","","2237",
"북구","계","계","80~84세","","1377",
"북구","계","계","85세 이상","","930",
"북구","계","일하였음","60세 이상-계","","5631",
"북구","계","일하였음","60~64세","","3186",
"북구","계","일하였음","65~69세","","1397",
"북구","계","일하였음","70~74세","","675",
"북구","계","일하였음","75~79세","","287",
"북구","계","일하였음","80~84세","","68",
"북구","계","일하였음","85세 이상","","18",
"북구","계","일하지않았음","60세 이상-계","","12766",
"북구","계","일하지않았음","60~64세","","3459",
"북구","계","일하지않았음","65~69세","","2715",
"북구","계","일하지않았음","70~74세","","2421",
"북구","계","일하지않았음","75~79세","","1950",
"북구","계","일하지않았음","80~84세","","1309",
"북구","계","일하지않았음","85세 이상","","912",
"북구","남자","계","60세 이상-계","","8243",
"북구","남자","계","60~64세","","3428",
"북구","남자","계","65~69세","","2021",
"북구","남자","계","70~74세","","1433",
"북구","남자","계","75~79세","","770",
"북구","남자","계","80~84세","","405",
"북구","남자","계","85세 이상","","186",
"북구","남자","일하였음","60세 이상-계","","3813",
"북구","남자","일하였음","60~64세","","2202",
"북구","남자","일하였음","65~69세","","980",
"북구","남자","일하였음","70~74세","","420",
"북구","남자","일하였음","75~79세","","175",
"북구","남자","일하였음","80~84세","","25",
"북구","남자","일하였음","85세 이상","","11",
"북구","남자","일하지않았음","60세 이상-계","","4430",
"북구","남자","일하지않았음","60~64세","","1226",
"북구","남자","일하지않았음","65~69세","","1041",
"북구","남자","일하지않았음","70~74세","","1013",
"북구","남자","일하지않았음","75~79세","","595",
"북구","남자","일하지않았음","80~84세","","380",
"북구","남자","일하지않았음","85세 이상","","175",
"북구","여자","계","60세 이상-계","","10154",
"북구","여자","계","60~64세","","3217",
"북구","여자","계","65~69세","","2091",
"북구","여자","계","70~74세","","1663",
"북구","여자","계","75~79세","","1467",
"북구","여자","계","80~84세","","972",
"북구","여자","계","85세 이상","","744",
"북구","여자","일하였음","60세 이상-계","","1818",
"북구","여자","일하였음","60~64세","","984",
"북구","여자","일하였음","65~69세","","417",
"북구","여자","일하였음","70~74세","","255",
"북구","여자","일하였음","75~79세","","112",
"북구","여자","일하였음","80~84세","","43",
"북구","여자","일하였음","85세 이상","","7",
"북구","여자","일하지않았음","60세 이상-계","","8336",
"북구","여자","일하지않았음","60~64세","","2233",
"북구","여자","일하지않았음","65~69세","","1674",
"북구","여자","일하지않았음","70~74세","","1408",
"북구","여자","일하지않았음","75~79세","","1355",
"북구","여자","일하지않았음","80~84세","","929",
"북구","여자","일하지않았음","85세 이상","","737",
"울주군","계","계","60세 이상-계","","35179",
"울주군","계","계","60~64세","","11075",
"울주군","계","계","65~69세","","7660",
"울주군","계","계","70~74세","","6316",
"울주군","계","계","75~79세","","4883",
"울주군","계","계","80~84세","","3182",
"울주군","계","계","85세 이상","","2063",
"울주군","계","일하였음","60세 이상-계","","12547",
"울주군","계","일하였음","60~64세","","5963",
"울주군","계","일하였음","65~69세","","3039",
"울주군","계","일하였음","70~74세","","1983",
"울주군","계","일하였음","75~79세","","1085",
"울주군","계","일하였음","80~84세","","405",
"울주군","계","일하였음","85세 이상","","72",
"울주군","계","일하지않았음","60세 이상-계","","22632",
"울주군","계","일하지않았음","60~64세","","5112",
"울주군","계","일하지않았음","65~69세","","4621",
"울주군","계","일하지않았음","70~74세","","4333",
"울주군","계","일하지않았음","75~79세","","3798",
"울주군","계","일하지않았음","80~84세","","2777",
"울주군","계","일하지않았음","85세 이상","","1991",
"울주군","남자","계","60세 이상-계","","15562",
"울주군","남자","계","60~64세","","5617",
"울주군","남자","계","65~69세","","3841",
"울주군","남자","계","70~74세","","2779",
"울주군","남자","계","75~79세","","1874",
"울주군","남자","계","80~84세","","1020",
"울주군","남자","계","85세 이상","","431",
"울주군","남자","일하였음","60세 이상-계","","7721",
"울주군","남자","일하였음","60~64세","","3774",
"울주군","남자","일하였음","65~69세","","1960",
"울주군","남자","일하였음","70~74세","","1165",
"울주군","남자","일하였음","75~79세","","574",
"울주군","남자","일하였음","80~84세","","204",
"울주군","남자","일하였음","85세 이상","","44",
"울주군","남자","일하지않았음","60세 이상-계","","7841",
"울주군","남자","일하지않았음","60~64세","","1843",
"울주군","남자","일하지않았음","65~69세","","1881",
"울주군","남자","일하지않았음","70~74세","","1614",
"울주군","남자","일하지않았음","75~79세","","1300",
"울주군","남자","일하지않았음","80~84세","","816",
"울주군","남자","일하지않았음","85세 이상","","387",
"울주군","여자","계","60세 이상-계","","19617",
"울주군","여자","계","60~64세","","5458",
"울주군","여자","계","65~69세","","3819",
"울주군","여자","계","70~74세","","3537",
"울주군","여자","계","75~79세","","3009",
"울주군","여자","계","80~84세","","2162",
"울주군","여자","계","85세 이상","","1632",
"울주군","여자","일하였음","60세 이상-계","","4826",
"울주군","여자","일하였음","60~64세","","2189",
"울주군","여자","일하였음","65~69세","","1079",
"울주군","여자","일하였음","70~74세","","818",
"울주군","여자","일하였음","75~79세","","511",
"울주군","여자","일하였음","80~84세","","201",
"울주군","여자","일하였음","85세 이상","","28",
"울주군","여자","일하지않았음","60세 이상-계","","14791",
"울주군","여자","일하지않았음","60~64세","","3269",
"울주군","여자","일하지않았음","65~69세","","2740",
"울주군","여자","일하지않았음","70~74세","","2719",
"울주군","여자","일하지않았음","75~79세","","2498",
"울주군","여자","일하지않았음","80~84세","","1961",
"울주군","여자","일하지않았음","85세 이상","","1604",
"세종특별자치시","계","계","60세 이상-계","","29388",
"세종특별자치시","계","계","60~64세","","8281",
"세종특별자치시","계","계","65~69세","","6184",
"세종특별자치시","계","계","70~74세","","5573",
"세종특별자치시","계","계","75~79세","","4437",
"세종특별자치시","계","계","80~84세","","2974",
"세종특별자치시","계","계","85세 이상","","1939",
"세종특별자치시","계","일하였음","60세 이상-계","","10710",
"세종특별자치시","계","일하였음","60~64세","","4749",
"세종특별자치시","계","일하였음","65~69세","","2632",
"세종특별자치시","계","일하였음","70~74세","","1741",
"세종특별자치시","계","일하였음","75~79세","","1039",
"세종특별자치시","계","일하였음","80~84세","","433",
"세종특별자치시","계","일하였음","85세 이상","","116",
"세종특별자치시","계","일하지않았음","60세 이상-계","","18678",
"세종특별자치시","계","일하지않았음","60~64세","","3532",
"세종특별자치시","계","일하지않았음","65~69세","","3552",
"세종특별자치시","계","일하지않았음","70~74세","","3832",
"세종특별자치시","계","일하지않았음","75~79세","","3398",
"세종특별자치시","계","일하지않았음","80~84세","","2541",
"세종특별자치시","계","일하지않았음","85세 이상","","1823",
"세종특별자치시","남자","계","60세 이상-계","","13064",
"세종특별자치시","남자","계","60~64세","","4226",
"세종특별자치시","남자","계","65~69세","","2964",
"세종특별자치시","남자","계","70~74세","","2473",
"세종특별자치시","남자","계","75~79세","","1863",
"세종특별자치시","남자","계","80~84세","","1053",
"세종특별자치시","남자","계","85세 이상","","485",
"세종특별자치시","남자","일하였음","60세 이상-계","","6541",
"세종특별자치시","남자","일하였음","60~64세","","3080",
"세종특별자치시","남자","일하였음","65~69세","","1613",
"세종특별자치시","남자","일하였음","70~74세","","941",
"세종특별자치시","남자","일하였음","75~79세","","603",
"세종특별자치시","남자","일하였음","80~84세","","235",
"세종특별자치시","남자","일하였음","85세 이상","","69",
"세종특별자치시","남자","일하지않았음","60세 이상-계","","6523",
"세종특별자치시","남자","일하지않았음","60~64세","","1146",
"세종특별자치시","남자","일하지않았음","65~69세","","1351",
"세종특별자치시","남자","일하지않았음","70~74세","","1532",
"세종특별자치시","남자","일하지않았음","75~79세","","1260",
"세종특별자치시","남자","일하지않았음","80~84세","","818",
"세종특별자치시","남자","일하지않았음","85세 이상","","416",
"세종특별자치시","여자","계","60세 이상-계","","16324",
"세종특별자치시","여자","계","60~64세","","4055",
"세종특별자치시","여자","계","65~69세","","3220",
"세종특별자치시","여자","계","70~74세","","3100",
"세종특별자치시","여자","계","75~79세","","2574",
"세종특별자치시","여자","계","80~84세","","1921",
"세종특별자치시","여자","계","85세 이상","","1454",
"세종특별자치시","여자","일하였음","60세 이상-계","","4169",
"세종특별자치시","여자","일하였음","60~64세","","1669",
"세종특별자치시","여자","일하였음","65~69세","","1019",
"세종특별자치시","여자","일하였음","70~74세","","800",
"세종특별자치시","여자","일하였음","75~79세","","436",
"세종특별자치시","여자","일하였음","80~84세","","198",
"세종특별자치시","여자","일하였음","85세 이상","","47",
"세종특별자치시","여자","일하지않았음","60세 이상-계","","12155",
"세종특별자치시","여자","일하지않았음","60~64세","","2386",
"세종특별자치시","여자","일하지않았음","65~69세","","2201",
"세종특별자치시","여자","일하지않았음","70~74세","","2300",
"세종특별자치시","여자","일하지않았음","75~79세","","2138",
"세종특별자치시","여자","일하지않았음","80~84세","","1723",
"세종특별자치시","여자","일하지않았음","85세 이상","","1407",
"동부","계","계","60세 이상-계","","6567",
"동부","계","계","60~64세","","2361",
"동부","계","계","65~69세","","1610",
"동부","계","계","70~74세","","1100",
"동부","계","계","75~79세","","715",
"동부","계","계","80~84세","","464",
"동부","계","계","85세 이상","","317",
"동부","계","일하였음","60세 이상-계","","1538",
"동부","계","일하였음","60~64세","","939",
"동부","계","일하였음","65~69세","","397",
"동부","계","일하였음","70~74세","","127",
"동부","계","일하였음","75~79세","","70",
"동부","계","일하였음","80~84세","","5",
"동부","계","일하였음","85세 이상","","",
"동부","계","일하지않았음","60세 이상-계","","5029",
"동부","계","일하지않았음","60~64세","","1422",
"동부","계","일하지않았음","65~69세","","1213",
"동부","계","일하지않았음","70~74세","","973",
"동부","계","일하지않았음","75~79세","","645",
"동부","계","일하지않았음","80~84세","","459",
"동부","계","일하지않았음","85세 이상","","317",
"동부","남자","계","60세 이상-계","","2949",
"동부","남자","계","60~64세","","1130",
"동부","남자","계","65~69세","","827",
"동부","남자","계","70~74세","","520",
"동부","남자","계","75~79세","","251",
"동부","남자","계","80~84세","","148",
"동부","남자","계","85세 이상","","73",
"동부","남자","일하였음","60세 이상-계","","1065",
"동부","남자","일하였음","60~64세","","677",
"동부","남자","일하였음","65~69세","","284",
"동부","남자","일하였음","70~74세","","85",
"동부","남자","일하였음","75~79세","","19",
"동부","남자","일하였음","80~84세","","",
"동부","남자","일하였음","85세 이상","","",
"동부","남자","일하지않았음","60세 이상-계","","1884",
"동부","남자","일하지않았음","60~64세","","453",
"동부","남자","일하지않았음","65~69세","","543",
"동부","남자","일하지않았음","70~74세","","435",
"동부","남자","일하지않았음","75~79세","","232",
"동부","남자","일하지않았음","80~84세","","148",
"동부","남자","일하지않았음","85세 이상","","73",
"동부","여자","계","60세 이상-계","","3618",
"동부","여자","계","60~64세","","1231",
"동부","여자","계","65~69세","","783",
"동부","여자","계","70~74세","","580",
"동부","여자","계","75~79세","","464",
"동부","여자","계","80~84세","","316",
"동부","여자","계","85세 이상","","244",
"동부","여자","일하였음","60세 이상-계","","473",
"동부","여자","일하였음","60~64세","","262",
"동부","여자","일하였음","65~69세","","113",
"동부","여자","일하였음","70~74세","","42",
"동부","여자","일하였음","75~79세","","51",
"동부","여자","일하였음","80~84세","","5",
"동부","여자","일하였음","85세 이상","","",
"동부","여자","일하지않았음","60세 이상-계","","3145",
"동부","여자","일하지않았음","60~64세","","969",
"동부","여자","일하지않았음","65~69세","","670",
"동부","여자","일하지않았음","70~74세","","538",
"동부","여자","일하지않았음","75~79세","","413",
"동부","여자","일하지않았음","80~84세","","311",
"동부","여자","일하지않았음","85세 이상","","244",
"읍부","계","계","60세 이상-계","","7915",
"읍부","계","계","60~64세","","2270",
"읍부","계","계","65~69세","","1702",
"읍부","계","계","70~74세","","1579",
"읍부","계","계","75~79세","","1215",
"읍부","계","계","80~84세","","677",
"읍부","계","계","85세 이상","","472",
"읍부","계","일하였음","60세 이상-계","","2308",
"읍부","계","일하였음","60~64세","","1302",
"읍부","계","일하였음","65~69세","","546",
"읍부","계","일하였음","70~74세","","279",
"읍부","계","일하였음","75~79세","","135",
"읍부","계","일하였음","80~84세","","40",
"읍부","계","일하였음","85세 이상","","6",
"읍부","계","일하지않았음","60세 이상-계","","5607",
"읍부","계","일하지않았음","60~64세","","968",
"읍부","계","일하지않았음","65~69세","","1156",
"읍부","계","일하지않았음","70~74세","","1300",
"읍부","계","일하지않았음","75~79세","","1080",
"읍부","계","일하지않았음","80~84세","","637",
"읍부","계","일하지않았음","85세 이상","","466",
"읍부","남자","계","60세 이상-계","","3608",
"읍부","남자","계","60~64세","","1162",
"읍부","남자","계","65~69세","","756",
"읍부","남자","계","70~74세","","765",
"읍부","남자","계","75~79세","","559",
"읍부","남자","계","80~84세","","245",
"읍부","남자","계","85세 이상","","121",
"읍부","남자","일하였음","60세 이상-계","","1502",
"읍부","남자","일하였음","60~64세","","867",
"읍부","남자","일하였음","65~69세","","351",
"읍부","남자","일하였음","70~74세","","164",
"읍부","남자","일하였음","75~79세","","99",
"읍부","남자","일하였음","80~84세","","21",
"읍부","남자","일하였음","85세 이상","","",
"읍부","남자","일하지않았음","60세 이상-계","","2106",
"읍부","남자","일하지않았음","60~64세","","295",
"읍부","남자","일하지않았음","65~69세","","405",
"읍부","남자","일하지않았음","70~74세","","601",
"읍부","남자","일하지않았음","75~79세","","460",
"읍부","남자","일하지않았음","80~84세","","224",
"읍부","남자","일하지않았음","85세 이상","","121",
"읍부","여자","계","60세 이상-계","","4307",
"읍부","여자","계","60~64세","","1108",
"읍부","여자","계","65~69세","","946",
"읍부","여자","계","70~74세","","814",
"읍부","여자","계","75~79세","","656",
"읍부","여자","계","80~84세","","432",
"읍부","여자","계","85세 이상","","351",
"읍부","여자","일하였음","60세 이상-계","","806",
"읍부","여자","일하였음","60~64세","","435",
"읍부","여자","일하였음","65~69세","","195",
"읍부","여자","일하였음","70~74세","","115",
"읍부","여자","일하였음","75~79세","","36",
"읍부","여자","일하였음","80~84세","","19",
"읍부","여자","일하였음","85세 이상","","6",
"읍부","여자","일하지않았음","60세 이상-계","","3501",
"읍부","여자","일하지않았음","60~64세","","673",
"읍부","여자","일하지않았음","65~69세","","751",
"읍부","여자","일하지않았음","70~74세","","699",
"읍부","여자","일하지않았음","75~79세","","620",
"읍부","여자","일하지않았음","80~84세","","413",
"읍부","여자","일하지않았음","85세 이상","","345",
"면부","계","계","60세 이상-계","","14906",
"면부","계","계","60~64세","","3650",
"면부","계","계","65~69세","","2872",
"면부","계","계","70~74세","","2894",
"면부","계","계","75~79세","","2507",
"면부","계","계","80~84세","","1833",
"면부","계","계","85세 이상","","1150",
"면부","계","일하였음","60세 이상-계","","6864",
"면부","계","일하였음","60~64세","","2508",
"면부","계","일하였음","65~69세","","1689",
"면부","계","일하였음","70~74세","","1335",
"면부","계","일하였음","75~79세","","834",
"면부","계","일하였음","80~84세","","388",
"면부","계","일하였음","85세 이상","","110",
"면부","계","일하지않았음","60세 이상-계","","8042",
"면부","계","일하지않았음","60~64세","","1142",
"면부","계","일하지않았음","65~69세","","1183",
"면부","계","일하지않았음","70~74세","","1559",
"면부","계","일하지않았음","75~79세","","1673",
"면부","계","일하지않았음","80~84세","","1445",
"면부","계","일하지않았음","85세 이상","","1040",
"면부","남자","계","60세 이상-계","","6507",
"면부","남자","계","60~64세","","1934",
"면부","남자","계","65~69세","","1381",
"면부","남자","계","70~74세","","1188",
"면부","남자","계","75~79세","","1053",
"면부","남자","계","80~84세","","660",
"면부","남자","계","85세 이상","","291",
"면부","남자","일하였음","60세 이상-계","","3974",
"면부","남자","일하였음","60~64세","","1536",
"면부","남자","일하였음","65~69세","","978",
"면부","남자","일하였음","70~74세","","692",
"면부","남자","일하였음","75~79세","","485",
"면부","남자","일하였음","80~84세","","214",
"면부","남자","일하였음","85세 이상","","69",
"면부","남자","일하지않았음","60세 이상-계","","2533",
"면부","남자","일하지않았음","60~64세","","398",
"면부","남자","일하지않았음","65~69세","","403",
"면부","남자","일하지않았음","70~74세","","496",
"면부","남자","일하지않았음","75~79세","","568",
"면부","남자","일하지않았음","80~84세","","446",
"면부","남자","일하지않았음","85세 이상","","222",
"면부","여자","계","60세 이상-계","","8399",
"면부","여자","계","60~64세","","1716",
"면부","여자","계","65~69세","","1491",
"면부","여자","계","70~74세","","1706",
"면부","여자","계","75~79세","","1454",
"면부","여자","계","80~84세","","1173",
"면부","여자","계","85세 이상","","859",
"면부","여자","일하였음","60세 이상-계","","2890",
"면부","여자","일하였음","60~64세","","972",
"면부","여자","일하였음","65~69세","","711",
"면부","여자","일하였음","70~74세","","643",
"면부","여자","일하였음","75~79세","","349",
"면부","여자","일하였음","80~84세","","174",
"면부","여자","일하였음","85세 이상","","41",
"면부","여자","일하지않았음","60세 이상-계","","5509",
"면부","여자","일하지않았음","60~64세","","744",
"면부","여자","일하지않았음","65~69세","","780",
"면부","여자","일하지않았음","70~74세","","1063",
"면부","여자","일하지않았음","75~79세","","1105",
"면부","여자","일하지않았음","80~84세","","999",
"면부","여자","일하지않았음","85세 이상","","818",
"세종시","계","계","60세 이상-계","","29388",
"세종시","계","계","60~64세","","8281",
"세종시","계","계","65~69세","","6184",
"세종시","계","계","70~74세","","5573",
"세종시","계","계","75~79세","","4437",
"세종시","계","계","80~84세","","2974",
"세종시","계","계","85세 이상","","1939",
"세종시","계","일하였음","60세 이상-계","","10710",
"세종시","계","일하였음","60~64세","","4749",
"세종시","계","일하였음","65~69세","","2632",
"세종시","계","일하였음","70~74세","","1741",
"세종시","계","일하였음","75~79세","","1039",
"세종시","계","일하였음","80~84세","","433",
"세종시","계","일하였음","85세 이상","","116",
"세종시","계","일하지않았음","60세 이상-계","","18678",
"세종시","계","일하지않았음","60~64세","","3532",
"세종시","계","일하지않았음","65~69세","","3552",
"세종시","계","일하지않았음","70~74세","","3832",
"세종시","계","일하지않았음","75~79세","","3398",
"세종시","계","일하지않았음","80~84세","","2541",
"세종시","계","일하지않았음","85세 이상","","1823",
"세종시","남자","계","60세 이상-계","","13064",
"세종시","남자","계","60~64세","","4226",
"세종시","남자","계","65~69세","","2964",
"세종시","남자","계","70~74세","","2473",
"세종시","남자","계","75~79세","","1863",
"세종시","남자","계","80~84세","","1053",
"세종시","남자","계","85세 이상","","485",
"세종시","남자","일하였음","60세 이상-계","","6541",
"세종시","남자","일하였음","60~64세","","3080",
"세종시","남자","일하였음","65~69세","","1613",
"세종시","남자","일하였음","70~74세","","941",
"세종시","남자","일하였음","75~79세","","603",
"세종시","남자","일하였음","80~84세","","235",
"세종시","남자","일하였음","85세 이상","","69",
"세종시","남자","일하지않았음","60세 이상-계","","6523",
"세종시","남자","일하지않았음","60~64세","","1146",
"세종시","남자","일하지않았음","65~69세","","1351",
"세종시","남자","일하지않았음","70~74세","","1532",
"세종시","남자","일하지않았음","75~79세","","1260",
"세종시","남자","일하지않았음","80~84세","","818",
"세종시","남자","일하지않았음","85세 이상","","416",
"세종시","여자","계","60세 이상-계","","16324",
"세종시","여자","계","60~64세","","4055",
"세종시","여자","계","65~69세","","3220",
"세종시","여자","계","70~74세","","3100",
"세종시","여자","계","75~79세","","2574",
"세종시","여자","계","80~84세","","1921",
"세종시","여자","계","85세 이상","","1454",
"세종시","여자","일하였음","60세 이상-계","","4169",
"세종시","여자","일하였음","60~64세","","1669",
"세종시","여자","일하였음","65~69세","","1019",
"세종시","여자","일하였음","70~74세","","800",
"세종시","여자","일하였음","75~79세","","436",
"세종시","여자","일하였음","80~84세","","198",
"세종시","여자","일하였음","85세 이상","","47",
"세종시","여자","일하지않았음","60세 이상-계","","12155",
"세종시","여자","일하지않았음","60~64세","","2386",
"세종시","여자","일하지않았음","65~69세","","2201",
"세종시","여자","일하지않았음","70~74세","","2300",
"세종시","여자","일하지않았음","75~79세","","2138",
"세종시","여자","일하지않았음","80~84세","","1723",
"세종시","여자","일하지않았음","85세 이상","","1407",
"경기도","계","계","60세 이상-계","","1854945",
"경기도","계","계","60~64세","","568577",
"경기도","계","계","65~69세","","420742",
"경기도","계","계","70~74세","","344782",
"경기도","계","계","75~79세","","261741",
"경기도","계","계","80~84세","","154474",
"경기도","계","계","85세 이상","","104629",
"경기도","계","일하였음","60세 이상-계","","538829",
"경기도","계","일하였음","60~64세","","290411",
"경기도","계","일하였음","65~69세","","140607",
"경기도","계","일하였음","70~74세","","68551",
"경기도","계","일하였음","75~79세","","28995",
"경기도","계","일하였음","80~84세","","8241",
"경기도","계","일하였음","85세 이상","","2024",
"경기도","계","일하지않았음","60세 이상-계","","1316116",
"경기도","계","일하지않았음","60~64세","","278166",
"경기도","계","일하지않았음","65~69세","","280135",
"경기도","계","일하지않았음","70~74세","","276231",
"경기도","계","일하지않았음","75~79세","","232746",
"경기도","계","일하지않았음","80~84세","","146233",
"경기도","계","일하지않았음","85세 이상","","102605",
"경기도","남자","계","60세 이상-계","","827125",
"경기도","남자","계","60~64세","","281525",
"경기도","남자","계","65~69세","","200927",
"경기도","남자","계","70~74세","","155202",
"경기도","남자","계","75~79세","","108068",
"경기도","남자","계","80~84세","","54005",
"경기도","남자","계","85세 이상","","27398",
"경기도","남자","일하였음","60세 이상-계","","359643",
"경기도","남자","일하였음","60~64세","","192572",
"경기도","남자","일하였음","65~69세","","97140",
"경기도","남자","일하였음","70~74세","","45646",
"경기도","남자","일하였음","75~79세","","18375",
"경기도","남자","일하였음","80~84세","","4809",
"경기도","남자","일하였음","85세 이상","","1101",
"경기도","남자","일하지않았음","60세 이상-계","","467482",
"경기도","남자","일하지않았음","60~64세","","88953",
"경기도","남자","일하지않았음","65~69세","","103787",
"경기도","남자","일하지않았음","70~74세","","109556",
"경기도","남자","일하지않았음","75~79세","","89693",
"경기도","남자","일하지않았음","80~84세","","49196",
"경기도","남자","일하지않았음","85세 이상","","26297",
"경기도","여자","계","60세 이상-계","","1027820",
"경기도","여자","계","60~64세","","287052",
"경기도","여자","계","65~69세","","219815",
"경기도","여자","계","70~74세","","189580",
"경기도","여자","계","75~79세","","153673",
"경기도","여자","계","80~84세","","100469",
"경기도","여자","계","85세 이상","","77231",
"경기도","여자","일하였음","60세 이상-계","","179186",
"경기도","여자","일하였음","60~64세","","97839",
"경기도","여자","일하였음","65~69세","","43467",
"경기도","여자","일하였음","70~74세","","22905",
"경기도","여자","일하였음","75~79세","","10620",
"경기도","여자","일하였음","80~84세","","3432",
"경기도","여자","일하였음","85세 이상","","923",
"경기도","여자","일하지않았음","60세 이상-계","","848634",
"경기도","여자","일하지않았음","60~64세","","189213",
"경기도","여자","일하지않았음","65~69세","","176348",
"경기도","여자","일하지않았음","70~74세","","166675",
"경기도","여자","일하지않았음","75~79세","","143053",
"경기도","여자","일하지않았음","80~84세","","97037",
"경기도","여자","일하지않았음","85세 이상","","76308",
"동부","계","계","60세 이상-계","","1441244",
"동부","계","계","60~64세","","453027",
"동부","계","계","65~69세","","331045",
"동부","계","계","70~74세","","266059",
"동부","계","계","75~79세","","197746",
"동부","계","계","80~84세","","115618",
"동부","계","계","85세 이상","","77749",
"동부","계","일하였음","60세 이상-계","","391789",
"동부","계","일하였음","60~64세","","224195",
"동부","계","일하였음","65~69세","","102276",
"동부","계","일하였음","70~74세","","45089",
"동부","계","일하였음","75~79세","","15814",
"동부","계","일하였음","80~84세","","3613",
"동부","계","일하였음","85세 이상","","802",
"동부","계","일하지않았음","60세 이상-계","","1049455",
"동부","계","일하지않았음","60~64세","","228832",
"동부","계","일하지않았음","65~69세","","228769",
"동부","계","일하지않았음","70~74세","","220970",
"동부","계","일하지않았음","75~79세","","181932",
"동부","계","일하지않았음","80~84세","","112005",
"동부","계","일하지않았음","85세 이상","","76947",
"동부","남자","계","60세 이상-계","","641445",
"동부","남자","계","60~64세","","223376",
"동부","남자","계","65~69세","","157490",
"동부","남자","계","70~74세","","119155",
"동부","남자","계","75~79세","","81053",
"동부","남자","계","80~84세","","39978",
"동부","남자","계","85세 이상","","20393",
"동부","남자","일하였음","60세 이상-계","","267798",
"동부","남자","일하였음","60~64세","","151000",
"동부","남자","일하였음","65~69세","","72765",
"동부","남자","일하였음","70~74세","","31155",
"동부","남자","일하였음","75~79세","","10330",
"동부","남자","일하였음","80~84세","","2121",
"동부","남자","일하였음","85세 이상","","427",
"동부","남자","일하지않았음","60세 이상-계","","373647",
"동부","남자","일하지않았음","60~64세","","72376",
"동부","남자","일하지않았음","65~69세","","84725",
"동부","남자","일하지않았음","70~74세","","88000",
"동부","남자","일하지않았음","75~79세","","70723",
"동부","남자","일하지않았음","80~84세","","37857",
"동부","남자","일하지않았음","85세 이상","","19966",
"동부","여자","계","60세 이상-계","","799799",
"동부","여자","계","60~64세","","229651",
"동부","여자","계","65~69세","","173555",
"동부","여자","계","70~74세","","146904",
"동부","여자","계","75~79세","","116693",
"동부","여자","계","80~84세","","75640",
"동부","여자","계","85세 이상","","57356",
