"행정구역별","성별","경제활동상태별","항목","단위","2015 년",
"면부","남자","계","걷기, 계단 오르기, 들고 운반하기","","18320",
"면부","남자","계","지적·자폐성 장애","","3572",
"면부","남자","계","정신적 질환 등 정신적제약","","3822",
"면부","남자","일하였음","15세 이상 인구-계","","261720",
"면부","남자","일하였음","제약없음-계","","252694",
"면부","남자","일하였음","제약있음-계","","9026",
"면부","남자","일하였음","시각장애","","1092",
"면부","남자","일하였음","청각장애","","1715",
"면부","남자","일하였음","언어장애","","576",
"면부","남자","일하였음","치매","","74",
"면부","남자","일하였음","뇌졸중(중풍)","","536",
"면부","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","5341",
"면부","남자","일하였음","지적·자폐성 장애","","674",
"면부","남자","일하였음","정신적 질환 등 정신적제약","","537",
"면부","남자","일하지 않았음","15세 이상 인구-계","","111023",
"면부","남자","일하지 않았음","제약없음-계","","88241",
"면부","남자","일하지 않았음","제약있음-계","","22782",
"면부","남자","일하지 않았음","시각장애","","1534",
"면부","남자","일하지 않았음","청각장애","","2748",
"면부","남자","일하지 않았음","언어장애","","2185",
"면부","남자","일하지 않았음","치매","","2441",
"면부","남자","일하지 않았음","뇌졸중(중풍)","","4039",
"면부","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","12979",
"면부","남자","일하지 않았음","지적·자폐성 장애","","2898",
"면부","남자","일하지 않았음","정신적 질환 등 정신적제약","","3285",
"면부","여자","계","15세 이상 인구-계","","344008",
"면부","여자","계","제약없음-계","","299396",
"면부","여자","계","제약있음-계","","44612",
"면부","여자","계","시각장애","","2667",
"면부","여자","계","청각장애","","4773",
"면부","여자","계","언어장애","","3218",
"면부","여자","계","치매","","6849",
"면부","여자","계","뇌졸중(중풍)","","5526",
"면부","여자","계","걷기, 계단 오르기, 들고 운반하기","","31409",
"면부","여자","계","지적·자폐성 장애","","2397",
"면부","여자","계","정신적 질환 등 정신적제약","","4337",
"면부","여자","일하였음","15세 이상 인구-계","","160539",
"면부","여자","일하였음","제약없음-계","","154210",
"면부","여자","일하였음","제약있음-계","","6329",
"면부","여자","일하였음","시각장애","","434",
"면부","여자","일하였음","청각장애","","650",
"면부","여자","일하였음","언어장애","","213",
"면부","여자","일하였음","치매","","64",
"면부","여자","일하였음","뇌졸중(중풍)","","190",
"면부","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","4995",
"면부","여자","일하였음","지적·자폐성 장애","","293",
"면부","여자","일하였음","정신적 질환 등 정신적제약","","283",
"면부","여자","일하지 않았음","15세 이상 인구-계","","183469",
"면부","여자","일하지 않았음","제약없음-계","","145186",
"면부","여자","일하지 않았음","제약있음-계","","38283",
"면부","여자","일하지 않았음","시각장애","","2233",
"면부","여자","일하지 않았음","청각장애","","4123",
"면부","여자","일하지 않았음","언어장애","","3005",
"면부","여자","일하지 않았음","치매","","6785",
"면부","여자","일하지 않았음","뇌졸중(중풍)","","5336",
"면부","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","26414",
"면부","여자","일하지 않았음","지적·자폐성 장애","","2104",
"면부","여자","일하지 않았음","정신적 질환 등 정신적제약","","4054",
"수원시","계","계","15세 이상 인구-계","","965922",
"수원시","계","계","제약없음-계","","911963",
"수원시","계","계","제약있음-계","","53959",
"수원시","계","계","시각장애","","4206",
"수원시","계","계","청각장애","","6516",
"수원시","계","계","언어장애","","2932",
"수원시","계","계","치매","","4867",
"수원시","계","계","뇌졸중(중풍)","","6040",
"수원시","계","계","걷기, 계단 오르기, 들고 운반하기","","37727",
"수원시","계","계","지적·자폐성 장애","","2511",
"수원시","계","계","정신적 질환 등 정신적제약","","5450",
"수원시","계","일하였음","15세 이상 인구-계","","559300",
"수원시","계","일하였음","제약없음-계","","549120",
"수원시","계","일하였음","제약있음-계","","10180",
"수원시","계","일하였음","시각장애","","1273",
"수원시","계","일하였음","청각장애","","1338",
"수원시","계","일하였음","언어장애","","297",
"수원시","계","일하였음","치매","","64",
"수원시","계","일하였음","뇌졸중(중풍)","","532",
"수원시","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","6373",
"수원시","계","일하였음","지적·자폐성 장애","","448",
"수원시","계","일하였음","정신적 질환 등 정신적제약","","751",
"수원시","계","일하지 않았음","15세 이상 인구-계","","406622",
"수원시","계","일하지 않았음","제약없음-계","","362843",
"수원시","계","일하지 않았음","제약있음-계","","43779",
"수원시","계","일하지 않았음","시각장애","","2933",
"수원시","계","일하지 않았음","청각장애","","5178",
"수원시","계","일하지 않았음","언어장애","","2635",
"수원시","계","일하지 않았음","치매","","4803",
"수원시","계","일하지 않았음","뇌졸중(중풍)","","5508",
"수원시","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","31354",
"수원시","계","일하지 않았음","지적·자폐성 장애","","2063",
"수원시","계","일하지 않았음","정신적 질환 등 정신적제약","","4699",
"수원시","남자","계","15세 이상 인구-계","","477078",
"수원시","남자","계","제약없음-계","","455040",
"수원시","남자","계","제약있음-계","","22038",
"수원시","남자","계","시각장애","","2266",
"수원시","남자","계","청각장애","","3158",
"수원시","남자","계","언어장애","","1396",
"수원시","남자","계","치매","","1245",
"수원시","남자","계","뇌졸중(중풍)","","2949",
"수원시","남자","계","걷기, 계단 오르기, 들고 운반하기","","13366",
"수원시","남자","계","지적·자폐성 장애","","1496",
"수원시","남자","계","정신적 질환 등 정신적제약","","2241",
"수원시","남자","일하였음","15세 이상 인구-계","","333239",
"수원시","남자","일하였음","제약없음-계","","326954",
"수원시","남자","일하였음","제약있음-계","","6285",
"수원시","남자","일하였음","시각장애","","969",
"수원시","남자","일하였음","청각장애","","989",
"수원시","남자","일하였음","언어장애","","203",
"수원시","남자","일하였음","치매","","30",
"수원시","남자","일하였음","뇌졸중(중풍)","","433",
"수원시","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","3518",
"수원시","남자","일하였음","지적·자폐성 장애","","316",
"수원시","남자","일하였음","정신적 질환 등 정신적제약","","437",
"수원시","남자","일하지 않았음","15세 이상 인구-계","","143839",
"수원시","남자","일하지 않았음","제약없음-계","","128086",
"수원시","남자","일하지 않았음","제약있음-계","","15753",
"수원시","남자","일하지 않았음","시각장애","","1297",
"수원시","남자","일하지 않았음","청각장애","","2169",
"수원시","남자","일하지 않았음","언어장애","","1193",
"수원시","남자","일하지 않았음","치매","","1215",
"수원시","남자","일하지 않았음","뇌졸중(중풍)","","2516",
"수원시","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","9848",
"수원시","남자","일하지 않았음","지적·자폐성 장애","","1180",
"수원시","남자","일하지 않았음","정신적 질환 등 정신적제약","","1804",
"수원시","여자","계","15세 이상 인구-계","","488844",
"수원시","여자","계","제약없음-계","","456923",
"수원시","여자","계","제약있음-계","","31921",
"수원시","여자","계","시각장애","","1940",
"수원시","여자","계","청각장애","","3358",
"수원시","여자","계","언어장애","","1536",
"수원시","여자","계","치매","","3622",
"수원시","여자","계","뇌졸중(중풍)","","3091",
"수원시","여자","계","걷기, 계단 오르기, 들고 운반하기","","24361",
"수원시","여자","계","지적·자폐성 장애","","1015",
"수원시","여자","계","정신적 질환 등 정신적제약","","3209",
"수원시","여자","일하였음","15세 이상 인구-계","","226061",
"수원시","여자","일하였음","제약없음-계","","222166",
"수원시","여자","일하였음","제약있음-계","","3895",
"수원시","여자","일하였음","시각장애","","304",
"수원시","여자","일하였음","청각장애","","349",
"수원시","여자","일하였음","언어장애","","94",
"수원시","여자","일하였음","치매","","34",
"수원시","여자","일하였음","뇌졸중(중풍)","","99",
"수원시","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","2855",
"수원시","여자","일하였음","지적·자폐성 장애","","132",
"수원시","여자","일하였음","정신적 질환 등 정신적제약","","314",
"수원시","여자","일하지 않았음","15세 이상 인구-계","","262783",
"수원시","여자","일하지 않았음","제약없음-계","","234757",
"수원시","여자","일하지 않았음","제약있음-계","","28026",
"수원시","여자","일하지 않았음","시각장애","","1636",
"수원시","여자","일하지 않았음","청각장애","","3009",
"수원시","여자","일하지 않았음","언어장애","","1442",
"수원시","여자","일하지 않았음","치매","","3588",
"수원시","여자","일하지 않았음","뇌졸중(중풍)","","2992",
"수원시","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","21506",
"수원시","여자","일하지 않았음","지적·자폐성 장애","","883",
"수원시","여자","일하지 않았음","정신적 질환 등 정신적제약","","2895",
"장안구","계","계","15세 이상 인구-계","","247322",
"장안구","계","계","제약없음-계","","230607",
"장안구","계","계","제약있음-계","","16715",
"장안구","계","계","시각장애","","1242",
"장안구","계","계","청각장애","","2141",
"장안구","계","계","언어장애","","1075",
"장안구","계","계","치매","","1753",
"장안구","계","계","뇌졸중(중풍)","","2298",
"장안구","계","계","걷기, 계단 오르기, 들고 운반하기","","11782",
"장안구","계","계","지적·자폐성 장애","","776",
"장안구","계","계","정신적 질환 등 정신적제약","","1435",
"장안구","계","일하였음","15세 이상 인구-계","","136723",
"장안구","계","일하였음","제약없음-계","","133960",
"장안구","계","일하였음","제약있음-계","","2763",
"장안구","계","일하였음","시각장애","","371",
"장안구","계","일하였음","청각장애","","372",
"장안구","계","일하였음","언어장애","","73",
"장안구","계","일하였음","치매","","",
"장안구","계","일하였음","뇌졸중(중풍)","","158",
"장안구","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","1758",
"장안구","계","일하였음","지적·자폐성 장애","","186",
"장안구","계","일하였음","정신적 질환 등 정신적제약","","143",
"장안구","계","일하지 않았음","15세 이상 인구-계","","110599",
"장안구","계","일하지 않았음","제약없음-계","","96647",
"장안구","계","일하지 않았음","제약있음-계","","13952",
"장안구","계","일하지 않았음","시각장애","","871",
"장안구","계","일하지 않았음","청각장애","","1769",
"장안구","계","일하지 않았음","언어장애","","1002",
"장안구","계","일하지 않았음","치매","","1753",
"장안구","계","일하지 않았음","뇌졸중(중풍)","","2140",
"장안구","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","10024",
"장안구","계","일하지 않았음","지적·자폐성 장애","","590",
"장안구","계","일하지 않았음","정신적 질환 등 정신적제약","","1292",
"장안구","남자","계","15세 이상 인구-계","","122369",
"장안구","남자","계","제약없음-계","","115615",
"장안구","남자","계","제약있음-계","","6754",
"장안구","남자","계","시각장애","","705",
"장안구","남자","계","청각장애","","1113",
"장안구","남자","계","언어장애","","529",
"장안구","남자","계","치매","","521",
"장안구","남자","계","뇌졸중(중풍)","","1139",
"장안구","남자","계","걷기, 계단 오르기, 들고 운반하기","","4034",
"장안구","남자","계","지적·자폐성 장애","","480",
"장안구","남자","계","정신적 질환 등 정신적제약","","622",
"장안구","남자","일하였음","15세 이상 인구-계","","81127",
"장안구","남자","일하였음","제약없음-계","","79446",
"장안구","남자","일하였음","제약있음-계","","1681",
"장안구","남자","일하였음","시각장애","","272",
"장안구","남자","일하였음","청각장애","","251",
"장안구","남자","일하였음","언어장애","","46",
"장안구","남자","일하였음","치매","","",
"장안구","남자","일하였음","뇌졸중(중풍)","","151",
"장안구","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","928",
"장안구","남자","일하였음","지적·자폐성 장애","","135",
"장안구","남자","일하였음","정신적 질환 등 정신적제약","","80",
"장안구","남자","일하지 않았음","15세 이상 인구-계","","41242",
"장안구","남자","일하지 않았음","제약없음-계","","36169",
"장안구","남자","일하지 않았음","제약있음-계","","5073",
"장안구","남자","일하지 않았음","시각장애","","433",
"장안구","남자","일하지 않았음","청각장애","","862",
"장안구","남자","일하지 않았음","언어장애","","483",
"장안구","남자","일하지 않았음","치매","","521",
"장안구","남자","일하지 않았음","뇌졸중(중풍)","","988",
"장안구","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","3106",
"장안구","남자","일하지 않았음","지적·자폐성 장애","","345",
"장안구","남자","일하지 않았음","정신적 질환 등 정신적제약","","542",
"장안구","여자","계","15세 이상 인구-계","","124953",
"장안구","여자","계","제약없음-계","","114992",
"장안구","여자","계","제약있음-계","","9961",
"장안구","여자","계","시각장애","","537",
"장안구","여자","계","청각장애","","1028",
"장안구","여자","계","언어장애","","546",
"장안구","여자","계","치매","","1232",
"장안구","여자","계","뇌졸중(중풍)","","1159",
"장안구","여자","계","걷기, 계단 오르기, 들고 운반하기","","7748",
"장안구","여자","계","지적·자폐성 장애","","296",
"장안구","여자","계","정신적 질환 등 정신적제약","","813",
"장안구","여자","일하였음","15세 이상 인구-계","","55596",
"장안구","여자","일하였음","제약없음-계","","54514",
"장안구","여자","일하였음","제약있음-계","","1082",
"장안구","여자","일하였음","시각장애","","99",
"장안구","여자","일하였음","청각장애","","121",
"장안구","여자","일하였음","언어장애","","27",
"장안구","여자","일하였음","치매","","",
"장안구","여자","일하였음","뇌졸중(중풍)","","7",
"장안구","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","830",
"장안구","여자","일하였음","지적·자폐성 장애","","51",
"장안구","여자","일하였음","정신적 질환 등 정신적제약","","63",
"장안구","여자","일하지 않았음","15세 이상 인구-계","","69357",
"장안구","여자","일하지 않았음","제약없음-계","","60478",
"장안구","여자","일하지 않았음","제약있음-계","","8879",
"장안구","여자","일하지 않았음","시각장애","","438",
"장안구","여자","일하지 않았음","청각장애","","907",
"장안구","여자","일하지 않았음","언어장애","","519",
"장안구","여자","일하지 않았음","치매","","1232",
"장안구","여자","일하지 않았음","뇌졸중(중풍)","","1152",
"장안구","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","6918",
"장안구","여자","일하지 않았음","지적·자폐성 장애","","245",
"장안구","여자","일하지 않았음","정신적 질환 등 정신적제약","","750",
"권선구","계","계","15세 이상 인구-계","","284188",
"권선구","계","계","제약없음-계","","269370",
"권선구","계","계","제약있음-계","","14818",
"권선구","계","계","시각장애","","1238",
"권선구","계","계","청각장애","","1728",
"권선구","계","계","언어장애","","782",
"권선구","계","계","치매","","1227",
"권선구","계","계","뇌졸중(중풍)","","1773",
"권선구","계","계","걷기, 계단 오르기, 들고 운반하기","","9523",
"권선구","계","계","지적·자폐성 장애","","661",
"권선구","계","계","정신적 질환 등 정신적제약","","1848",
"권선구","계","일하였음","15세 이상 인구-계","","168189",
"권선구","계","일하였음","제약없음-계","","165290",
"권선구","계","일하였음","제약있음-계","","2899",
"권선구","계","일하였음","시각장애","","384",
"권선구","계","일하였음","청각장애","","345",
"권선구","계","일하였음","언어장애","","99",
"권선구","계","일하였음","치매","","25",
"권선구","계","일하였음","뇌졸중(중풍)","","185",
"권선구","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","1672",
"권선구","계","일하였음","지적·자폐성 장애","","133",
"권선구","계","일하였음","정신적 질환 등 정신적제약","","291",
"권선구","계","일하지 않았음","15세 이상 인구-계","","115999",
"권선구","계","일하지 않았음","제약없음-계","","104080",
"권선구","계","일하지 않았음","제약있음-계","","11919",
"권선구","계","일하지 않았음","시각장애","","854",
"권선구","계","일하지 않았음","청각장애","","1383",
"권선구","계","일하지 않았음","언어장애","","683",
"권선구","계","일하지 않았음","치매","","1202",
"권선구","계","일하지 않았음","뇌졸중(중풍)","","1588",
"권선구","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","7851",
"권선구","계","일하지 않았음","지적·자폐성 장애","","528",
"권선구","계","일하지 않았음","정신적 질환 등 정신적제약","","1557",
"권선구","남자","계","15세 이상 인구-계","","139600",
"권선구","남자","계","제약없음-계","","133331",
"권선구","남자","계","제약있음-계","","6269",
"권선구","남자","계","시각장애","","654",
"권선구","남자","계","청각장애","","764",
"권선구","남자","계","언어장애","","294",
"권선구","남자","계","치매","","321",
"권선구","남자","계","뇌졸중(중풍)","","854",
"권선구","남자","계","걷기, 계단 오르기, 들고 운반하기","","3591",
"권선구","남자","계","지적·자폐성 장애","","433",
"권선구","남자","계","정신적 질환 등 정신적제약","","723",
"권선구","남자","일하였음","15세 이상 인구-계","","99845",
"권선구","남자","일하였음","제약없음-계","","97977",
"권선구","남자","일하였음","제약있음-계","","1868",
"권선구","남자","일하였음","시각장애","","298",
"권선구","남자","일하였음","청각장애","","250",
"권선구","남자","일하였음","언어장애","","58",
"권선구","남자","일하였음","치매","","22",
"권선구","남자","일하였음","뇌졸중(중풍)","","128",
"권선구","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","1035",
"권선구","남자","일하였음","지적·자폐성 장애","","84",
"권선구","남자","일하였음","정신적 질환 등 정신적제약","","159",
"권선구","남자","일하지 않았음","15세 이상 인구-계","","39755",
"권선구","남자","일하지 않았음","제약없음-계","","35354",
"권선구","남자","일하지 않았음","제약있음-계","","4401",
"권선구","남자","일하지 않았음","시각장애","","356",
"권선구","남자","일하지 않았음","청각장애","","514",
"권선구","남자","일하지 않았음","언어장애","","236",
"권선구","남자","일하지 않았음","치매","","299",
"권선구","남자","일하지 않았음","뇌졸중(중풍)","","726",
"권선구","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","2556",
"권선구","남자","일하지 않았음","지적·자폐성 장애","","349",
"권선구","남자","일하지 않았음","정신적 질환 등 정신적제약","","564",
"권선구","여자","계","15세 이상 인구-계","","144588",
"권선구","여자","계","제약없음-계","","136039",
"권선구","여자","계","제약있음-계","","8549",
"권선구","여자","계","시각장애","","584",
"권선구","여자","계","청각장애","","964",
"권선구","여자","계","언어장애","","488",
"권선구","여자","계","치매","","906",
"권선구","여자","계","뇌졸중(중풍)","","919",
"권선구","여자","계","걷기, 계단 오르기, 들고 운반하기","","5932",
"권선구","여자","계","지적·자폐성 장애","","228",
"권선구","여자","계","정신적 질환 등 정신적제약","","1125",
"권선구","여자","일하였음","15세 이상 인구-계","","68344",
"권선구","여자","일하였음","제약없음-계","","67313",
"권선구","여자","일하였음","제약있음-계","","1031",
"권선구","여자","일하였음","시각장애","","86",
"권선구","여자","일하였음","청각장애","","95",
"권선구","여자","일하였음","언어장애","","41",
"권선구","여자","일하였음","치매","","3",
"권선구","여자","일하였음","뇌졸중(중풍)","","57",
"권선구","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","637",
"권선구","여자","일하였음","지적·자폐성 장애","","49",
"권선구","여자","일하였음","정신적 질환 등 정신적제약","","132",
"권선구","여자","일하지 않았음","15세 이상 인구-계","","76244",
"권선구","여자","일하지 않았음","제약없음-계","","68726",
"권선구","여자","일하지 않았음","제약있음-계","","7518",
"권선구","여자","일하지 않았음","시각장애","","498",
"권선구","여자","일하지 않았음","청각장애","","869",
"권선구","여자","일하지 않았음","언어장애","","447",
"권선구","여자","일하지 않았음","치매","","903",
"권선구","여자","일하지 않았음","뇌졸중(중풍)","","862",
"권선구","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","5295",
"권선구","여자","일하지 않았음","지적·자폐성 장애","","179",
"권선구","여자","일하지 않았음","정신적 질환 등 정신적제약","","993",
"팔달구","계","계","15세 이상 인구-계","","167565",
"팔달구","계","계","제약없음-계","","155638",
"팔달구","계","계","제약있음-계","","11927",
"팔달구","계","계","시각장애","","824",
"팔달구","계","계","청각장애","","1196",
"팔달구","계","계","언어장애","","578",
"팔달구","계","계","치매","","1096",
"팔달구","계","계","뇌졸중(중풍)","","1147",
"팔달구","계","계","걷기, 계단 오르기, 들고 운반하기","","9079",
"팔달구","계","계","지적·자폐성 장애","","640",
"팔달구","계","계","정신적 질환 등 정신적제약","","1157",
"팔달구","계","일하였음","15세 이상 인구-계","","94958",
"팔달구","계","일하였음","제약없음-계","","93154",
"팔달구","계","일하였음","제약있음-계","","1804",
"팔달구","계","일하였음","시각장애","","219",
"팔달구","계","일하였음","청각장애","","200",
"팔달구","계","일하였음","언어장애","","43",
"팔달구","계","일하였음","치매","","17",
"팔달구","계","일하였음","뇌졸중(중풍)","","73",
"팔달구","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","1244",
"팔달구","계","일하였음","지적·자폐성 장애","","73",
"팔달구","계","일하였음","정신적 질환 등 정신적제약","","61",
"팔달구","계","일하지 않았음","15세 이상 인구-계","","72607",
"팔달구","계","일하지 않았음","제약없음-계","","62484",
"팔달구","계","일하지 않았음","제약있음-계","","10123",
"팔달구","계","일하지 않았음","시각장애","","605",
"팔달구","계","일하지 않았음","청각장애","","996",
"팔달구","계","일하지 않았음","언어장애","","535",
"팔달구","계","일하지 않았음","치매","","1079",
"팔달구","계","일하지 않았음","뇌졸중(중풍)","","1074",
"팔달구","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","7835",
"팔달구","계","일하지 않았음","지적·자폐성 장애","","567",
"팔달구","계","일하지 않았음","정신적 질환 등 정신적제약","","1096",
"팔달구","남자","계","15세 이상 인구-계","","82251",
"팔달구","남자","계","제약없음-계","","77592",
"팔달구","남자","계","제약있음-계","","4659",
"팔달구","남자","계","시각장애","","461",
"팔달구","남자","계","청각장애","","551",
"팔달구","남자","계","언어장애","","282",
"팔달구","남자","계","치매","","231",
"팔달구","남자","계","뇌졸중(중풍)","","479",
"팔달구","남자","계","걷기, 계단 오르기, 들고 운반하기","","3173",
"팔달구","남자","계","지적·자폐성 장애","","315",
"팔달구","남자","계","정신적 질환 등 정신적제약","","409",
"팔달구","남자","일하였음","15세 이상 인구-계","","55467",
"팔달구","남자","일하였음","제약없음-계","","54485",
"팔달구","남자","일하였음","제약있음-계","","982",
"팔달구","남자","일하였음","시각장애","","167",
"팔달구","남자","일하였음","청각장애","","140",
"팔달구","남자","일하였음","언어장애","","38",
"팔달구","남자","일하였음","치매","","",
"팔달구","남자","일하였음","뇌졸중(중풍)","","46",
"팔달구","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","598",
"팔달구","남자","일하였음","지적·자폐성 장애","","48",
"팔달구","남자","일하였음","정신적 질환 등 정신적제약","","34",
"팔달구","남자","일하지 않았음","15세 이상 인구-계","","26784",
"팔달구","남자","일하지 않았음","제약없음-계","","23107",
"팔달구","남자","일하지 않았음","제약있음-계","","3677",
"팔달구","남자","일하지 않았음","시각장애","","294",
"팔달구","남자","일하지 않았음","청각장애","","411",
"팔달구","남자","일하지 않았음","언어장애","","244",
"팔달구","남자","일하지 않았음","치매","","231",
"팔달구","남자","일하지 않았음","뇌졸중(중풍)","","433",
"팔달구","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","2575",
"팔달구","남자","일하지 않았음","지적·자폐성 장애","","267",
"팔달구","남자","일하지 않았음","정신적 질환 등 정신적제약","","375",
"팔달구","여자","계","15세 이상 인구-계","","85314",
"팔달구","여자","계","제약없음-계","","78046",
"팔달구","여자","계","제약있음-계","","7268",
"팔달구","여자","계","시각장애","","363",
"팔달구","여자","계","청각장애","","645",
"팔달구","여자","계","언어장애","","296",
"팔달구","여자","계","치매","","865",
"팔달구","여자","계","뇌졸중(중풍)","","668",
"팔달구","여자","계","걷기, 계단 오르기, 들고 운반하기","","5906",
"팔달구","여자","계","지적·자폐성 장애","","325",
"팔달구","여자","계","정신적 질환 등 정신적제약","","748",
"팔달구","여자","일하였음","15세 이상 인구-계","","39491",
"팔달구","여자","일하였음","제약없음-계","","38669",
"팔달구","여자","일하였음","제약있음-계","","822",
"팔달구","여자","일하였음","시각장애","","52",
"팔달구","여자","일하였음","청각장애","","60",
"팔달구","여자","일하였음","언어장애","","5",
"팔달구","여자","일하였음","치매","","17",
"팔달구","여자","일하였음","뇌졸중(중풍)","","27",
"팔달구","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","646",
"팔달구","여자","일하였음","지적·자폐성 장애","","25",
"팔달구","여자","일하였음","정신적 질환 등 정신적제약","","27",
"팔달구","여자","일하지 않았음","15세 이상 인구-계","","45823",
"팔달구","여자","일하지 않았음","제약없음-계","","39377",
"팔달구","여자","일하지 않았음","제약있음-계","","6446",
"팔달구","여자","일하지 않았음","시각장애","","311",
"팔달구","여자","일하지 않았음","청각장애","","585",
"팔달구","여자","일하지 않았음","언어장애","","291",
"팔달구","여자","일하지 않았음","치매","","848",
"팔달구","여자","일하지 않았음","뇌졸중(중풍)","","641",
"팔달구","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","5260",
"팔달구","여자","일하지 않았음","지적·자폐성 장애","","300",
"팔달구","여자","일하지 않았음","정신적 질환 등 정신적제약","","721",
"영통구","계","계","15세 이상 인구-계","","266847",
"영통구","계","계","제약없음-계","","256348",
"영통구","계","계","제약있음-계","","10499",
"영통구","계","계","시각장애","","902",
"영통구","계","계","청각장애","","1451",
"영통구","계","계","언어장애","","497",
"영통구","계","계","치매","","791",
"영통구","계","계","뇌졸중(중풍)","","822",
"영통구","계","계","걷기, 계단 오르기, 들고 운반하기","","7343",
"영통구","계","계","지적·자폐성 장애","","434",
"영통구","계","계","정신적 질환 등 정신적제약","","1010",
"영통구","계","일하였음","15세 이상 인구-계","","159430",
"영통구","계","일하였음","제약없음-계","","156716",
"영통구","계","일하였음","제약있음-계","","2714",
"영통구","계","일하였음","시각장애","","299",
"영통구","계","일하였음","청각장애","","421",
"영통구","계","일하였음","언어장애","","82",
"영통구","계","일하였음","치매","","22",
"영통구","계","일하였음","뇌졸중(중풍)","","116",
"영통구","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","1699",
"영통구","계","일하였음","지적·자폐성 장애","","56",
"영통구","계","일하였음","정신적 질환 등 정신적제약","","256",
"영통구","계","일하지 않았음","15세 이상 인구-계","","107417",
"영통구","계","일하지 않았음","제약없음-계","","99632",
"영통구","계","일하지 않았음","제약있음-계","","7785",
"영통구","계","일하지 않았음","시각장애","","603",
"영통구","계","일하지 않았음","청각장애","","1030",
"영통구","계","일하지 않았음","언어장애","","415",
"영통구","계","일하지 않았음","치매","","769",
"영통구","계","일하지 않았음","뇌졸중(중풍)","","706",
"영통구","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","5644",
"영통구","계","일하지 않았음","지적·자폐성 장애","","378",
"영통구","계","일하지 않았음","정신적 질환 등 정신적제약","","754",
"영통구","남자","계","15세 이상 인구-계","","132858",
"영통구","남자","계","제약없음-계","","128502",
"영통구","남자","계","제약있음-계","","4356",
"영통구","남자","계","시각장애","","446",
"영통구","남자","계","청각장애","","730",
"영통구","남자","계","언어장애","","291",
"영통구","남자","계","치매","","172",
"영통구","남자","계","뇌졸중(중풍)","","477",
"영통구","남자","계","걷기, 계단 오르기, 들고 운반하기","","2568",
"영통구","남자","계","지적·자폐성 장애","","268",
"영통구","남자","계","정신적 질환 등 정신적제약","","487",
"영통구","남자","일하였음","15세 이상 인구-계","","96800",
"영통구","남자","일하였음","제약없음-계","","95046",
"영통구","남자","일하였음","제약있음-계","","1754",
"영통구","남자","일하였음","시각장애","","232",
"영통구","남자","일하였음","청각장애","","348",
"영통구","남자","일하였음","언어장애","","61",
"영통구","남자","일하였음","치매","","8",
"영통구","남자","일하였음","뇌졸중(중풍)","","108",
"영통구","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","957",
"영통구","남자","일하였음","지적·자폐성 장애","","49",
"영통구","남자","일하였음","정신적 질환 등 정신적제약","","164",
"영통구","남자","일하지 않았음","15세 이상 인구-계","","36058",
"영통구","남자","일하지 않았음","제약없음-계","","33456",
"영통구","남자","일하지 않았음","제약있음-계","","2602",
"영통구","남자","일하지 않았음","시각장애","","214",
"영통구","남자","일하지 않았음","청각장애","","382",
"영통구","남자","일하지 않았음","언어장애","","230",
"영통구","남자","일하지 않았음","치매","","164",
"영통구","남자","일하지 않았음","뇌졸중(중풍)","","369",
"영통구","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","1611",
"영통구","남자","일하지 않았음","지적·자폐성 장애","","219",
"영통구","남자","일하지 않았음","정신적 질환 등 정신적제약","","323",
"영통구","여자","계","15세 이상 인구-계","","133989",
"영통구","여자","계","제약없음-계","","127846",
"영통구","여자","계","제약있음-계","","6143",
"영통구","여자","계","시각장애","","456",
