"체류자격별","성별","행정구역(시군구)별","항목","단위","2019 년",
"방문동거(F-1)","남자","동구","지역 및 체류자격별 등록외국인 현황","명","106",
"방문동거(F-1)","남자","서구","지역 및 체류자격별 등록외국인 현황","명","156",
"방문동거(F-1)","남자","유성구","지역 및 체류자격별 등록외국인 현황","명","132",
"방문동거(F-1)","남자","중구","지역 및 체류자격별 등록외국인 현황","명","109",
"방문동거(F-1)","남자","울산광역시","지역 및 체류자격별 등록외국인 현황","명","852",
"방문동거(F-1)","남자","남구","지역 및 체류자격별 등록외국인 현황","명","174",
"방문동거(F-1)","남자","동구","지역 및 체류자격별 등록외국인 현황","명","134",
"방문동거(F-1)","남자","북구","지역 및 체류자격별 등록외국인 현황","명","138",
"방문동거(F-1)","남자","울주군","지역 및 체류자격별 등록외국인 현황","명","261",
"방문동거(F-1)","남자","중구","지역 및 체류자격별 등록외국인 현황","명","145",
"방문동거(F-1)","남자","세종특별자치시","지역 및 체류자격별 등록외국인 현황","명","198",
"방문동거(F-1)","남자","경기도","지역 및 체류자격별 등록외국인 현황","명","16954",
"방문동거(F-1)","남자","가평군","지역 및 체류자격별 등록외국인 현황","명","47",
"방문동거(F-1)","남자","고양시 덕양구","지역 및 체류자격별 등록외국인 현황","명","197",
"방문동거(F-1)","남자","고양시 일산동구","지역 및 체류자격별 등록외국인 현황","명","122",
"방문동거(F-1)","남자","고양시 일산서구","지역 및 체류자격별 등록외국인 현황","명","140",
"방문동거(F-1)","남자","과천시","지역 및 체류자격별 등록외국인 현황","명","5",
"방문동거(F-1)","남자","광명시","지역 및 체류자격별 등록외국인 현황","명","339",
"방문동거(F-1)","남자","광주시","지역 및 체류자격별 등록외국인 현황","명","386",
"방문동거(F-1)","남자","구리시","지역 및 체류자격별 등록외국인 현황","명","49",
"방문동거(F-1)","남자","군포시","지역 및 체류자격별 등록외국인 현황","명","327",
"방문동거(F-1)","남자","김포시","지역 및 체류자격별 등록외국인 현황","명","435",
"방문동거(F-1)","남자","남양주시","지역 및 체류자격별 등록외국인 현황","명","237",
"방문동거(F-1)","남자","동두천시","지역 및 체류자격별 등록외국인 현황","명","91",
"방문동거(F-1)","남자","부천시","지역 및 체류자격별 등록외국인 현황","명","1374",
"방문동거(F-1)","남자","성남시 분당구","지역 및 체류자격별 등록외국인 현황","명","59",
"방문동거(F-1)","남자","성남시 수정구","지역 및 체류자격별 등록외국인 현황","명","472",
"방문동거(F-1)","남자","성남시 중원구","지역 및 체류자격별 등록외국인 현황","명","145",
"방문동거(F-1)","남자","수원시 권선구","지역 및 체류자격별 등록외국인 현황","명","586",
"방문동거(F-1)","남자","수원시 영통구","지역 및 체류자격별 등록외국인 현황","명","157",
"방문동거(F-1)","남자","수원시 장안구","지역 및 체류자격별 등록외국인 현황","명","286",
"방문동거(F-1)","남자","수원시 팔달구","지역 및 체류자격별 등록외국인 현황","명","650",
"방문동거(F-1)","남자","시흥시","지역 및 체류자격별 등록외국인 현황","명","1781",
"방문동거(F-1)","남자","안산시 단원구","지역 및 체류자격별 등록외국인 현황","명","2590",
"방문동거(F-1)","남자","안산시 상록구","지역 및 체류자격별 등록외국인 현황","명","1084",
"방문동거(F-1)","남자","안성시","지역 및 체류자격별 등록외국인 현황","명","576",
"방문동거(F-1)","남자","안양시 동안구","지역 및 체류자격별 등록외국인 현황","명","89",
"방문동거(F-1)","남자","안양시 만안구","지역 및 체류자격별 등록외국인 현황","명","274",
"방문동거(F-1)","남자","양주시","지역 및 체류자격별 등록외국인 현황","명","153",
"방문동거(F-1)","남자","양평군","지역 및 체류자격별 등록외국인 현황","명","52",
"방문동거(F-1)","남자","여주시","지역 및 체류자격별 등록외국인 현황","명","77",
"방문동거(F-1)","남자","연천군","지역 및 체류자격별 등록외국인 현황","명","26",
"방문동거(F-1)","남자","오산시","지역 및 체류자격별 등록외국인 현황","명","622",
"방문동거(F-1)","남자","용인시 기흥구","지역 및 체류자격별 등록외국인 현황","명","178",
"방문동거(F-1)","남자","용인시 수지구","지역 및 체류자격별 등록외국인 현황","명","56",
"방문동거(F-1)","남자","용인시 처인구","지역 및 체류자격별 등록외국인 현황","명","238",
"방문동거(F-1)","남자","의왕시","지역 및 체류자격별 등록외국인 현황","명","38",
"방문동거(F-1)","남자","의정부시","지역 및 체류자격별 등록외국인 현황","명","194",
"방문동거(F-1)","남자","이천시","지역 및 체류자격별 등록외국인 현황","명","168",
"방문동거(F-1)","남자","파주시","지역 및 체류자격별 등록외국인 현황","명","270",
"방문동거(F-1)","남자","평택시","지역 및 체류자격별 등록외국인 현황","명","1085",
"방문동거(F-1)","남자","포천시","지역 및 체류자격별 등록외국인 현황","명","173",
"방문동거(F-1)","남자","하남시","지역 및 체류자격별 등록외국인 현황","명","70",
"방문동거(F-1)","남자","화성시","지역 및 체류자격별 등록외국인 현황","명","1056",
"방문동거(F-1)","남자","강원도","지역 및 체류자격별 등록외국인 현황","명","775",
"방문동거(F-1)","남자","강릉시","지역 및 체류자격별 등록외국인 현황","명","117",
"방문동거(F-1)","남자","고성군","지역 및 체류자격별 등록외국인 현황","명","11",
"방문동거(F-1)","남자","동해시","지역 및 체류자격별 등록외국인 현황","명","49",
"방문동거(F-1)","남자","삼척시","지역 및 체류자격별 등록외국인 현황","명","39",
"방문동거(F-1)","남자","속초시","지역 및 체류자격별 등록외국인 현황","명","26",
"방문동거(F-1)","남자","양구군","지역 및 체류자격별 등록외국인 현황","명","15",
"방문동거(F-1)","남자","양양군","지역 및 체류자격별 등록외국인 현황","명","12",
"방문동거(F-1)","남자","영월군","지역 및 체류자격별 등록외국인 현황","명","25",
"방문동거(F-1)","남자","원주시","지역 및 체류자격별 등록외국인 현황","명","140",
"방문동거(F-1)","남자","인제군","지역 및 체류자격별 등록외국인 현황","명","19",
"방문동거(F-1)","남자","정선군","지역 및 체류자격별 등록외국인 현황","명","25",
"방문동거(F-1)","남자","철원군","지역 및 체류자격별 등록외국인 현황","명","30",
"방문동거(F-1)","남자","춘천시","지역 및 체류자격별 등록외국인 현황","명","112",
"방문동거(F-1)","남자","태백시","지역 및 체류자격별 등록외국인 현황","명","24",
"방문동거(F-1)","남자","평창군","지역 및 체류자격별 등록외국인 현황","명","35",
"방문동거(F-1)","남자","홍천군","지역 및 체류자격별 등록외국인 현황","명","40",
"방문동거(F-1)","남자","화천군","지역 및 체류자격별 등록외국인 현황","명","13",
"방문동거(F-1)","남자","횡성군","지역 및 체류자격별 등록외국인 현황","명","43",
"방문동거(F-1)","남자","충청북도","지역 및 체류자격별 등록외국인 현황","명","1866",
"방문동거(F-1)","남자","괴산군","지역 및 체류자격별 등록외국인 현황","명","22",
"방문동거(F-1)","남자","단양군","지역 및 체류자격별 등록외국인 현황","명","15",
"방문동거(F-1)","남자","보은군","지역 및 체류자격별 등록외국인 현황","명","41",
"방문동거(F-1)","남자","영동군","지역 및 체류자격별 등록외국인 현황","명","44",
"방문동거(F-1)","남자","옥천군","지역 및 체류자격별 등록외국인 현황","명","41",
"방문동거(F-1)","남자","음성군","지역 및 체류자격별 등록외국인 현황","명","292",
"방문동거(F-1)","남자","제천시","지역 및 체류자격별 등록외국인 현황","명","95",
"방문동거(F-1)","남자","증평군","지역 및 체류자격별 등록외국인 현황","명","22",
"방문동거(F-1)","남자","진천군","지역 및 체류자격별 등록외국인 현황","명","315",
"방문동거(F-1)","남자","청원군","지역 및 체류자격별 등록외국인 현황","명","1",
"방문동거(F-1)","남자","청주시 상당구","지역 및 체류자격별 등록외국인 현황","명","73",
"방문동거(F-1)","남자","청주시 서원구","지역 및 체류자격별 등록외국인 현황","명","206",
"방문동거(F-1)","남자","청주시 청원구","지역 및 체류자격별 등록외국인 현황","명","137",
"방문동거(F-1)","남자","청주시 흥덕구","지역 및 체류자격별 등록외국인 현황","명","410",
"방문동거(F-1)","남자","충주시","지역 및 체류자격별 등록외국인 현황","명","152",
"방문동거(F-1)","남자","충청남도","지역 및 체류자격별 등록외국인 현황","명","3344",
"방문동거(F-1)","남자","계룡시","지역 및 체류자격별 등록외국인 현황","명","13",
"방문동거(F-1)","남자","공주시","지역 및 체류자격별 등록외국인 현황","명","99",
"방문동거(F-1)","남자","금산군","지역 및 체류자격별 등록외국인 현황","명","54",
"방문동거(F-1)","남자","논산시","지역 및 체류자격별 등록외국인 현황","명","148",
"방문동거(F-1)","남자","당진시","지역 및 체류자격별 등록외국인 현황","명","291",
"방문동거(F-1)","남자","보령시","지역 및 체류자격별 등록외국인 현황","명","77",
"방문동거(F-1)","남자","부여군","지역 및 체류자격별 등록외국인 현황","명","56",
"방문동거(F-1)","남자","서산시","지역 및 체류자격별 등록외국인 현황","명","209",
"방문동거(F-1)","남자","서천군","지역 및 체류자격별 등록외국인 현황","명","33",
"방문동거(F-1)","남자","아산시","지역 및 체류자격별 등록외국인 현황","명","1230",
"방문동거(F-1)","남자","예산군","지역 및 체류자격별 등록외국인 현황","명","91",
"방문동거(F-1)","남자","천안시 동남구","지역 및 체류자격별 등록외국인 현황","명","406",
"방문동거(F-1)","남자","천안시 서북구","지역 및 체류자격별 등록외국인 현황","명","455",
"방문동거(F-1)","남자","청양군","지역 및 체류자격별 등록외국인 현황","명","34",
"방문동거(F-1)","남자","태안군","지역 및 체류자격별 등록외국인 현황","명","29",
"방문동거(F-1)","남자","홍성군","지역 및 체류자격별 등록외국인 현황","명","119",
"방문동거(F-1)","남자","전라북도","지역 및 체류자격별 등록외국인 현황","명","1284",
"방문동거(F-1)","남자","고창군","지역 및 체류자격별 등록외국인 현황","명","49",
"방문동거(F-1)","남자","군산시","지역 및 체류자격별 등록외국인 현황","명","228",
"방문동거(F-1)","남자","김제시","지역 및 체류자격별 등록외국인 현황","명","69",
"방문동거(F-1)","남자","남원시","지역 및 체류자격별 등록외국인 현황","명","71",
"방문동거(F-1)","남자","무주군","지역 및 체류자격별 등록외국인 현황","명","30",
"방문동거(F-1)","남자","부안군","지역 및 체류자격별 등록외국인 현황","명","47",
"방문동거(F-1)","남자","순창군","지역 및 체류자격별 등록외국인 현황","명","25",
"방문동거(F-1)","남자","완주군","지역 및 체류자격별 등록외국인 현황","명","91",
"방문동거(F-1)","남자","익산시","지역 및 체류자격별 등록외국인 현황","명","177",
"방문동거(F-1)","남자","임실군","지역 및 체류자격별 등록외국인 현황","명","34",
"방문동거(F-1)","남자","장수군","지역 및 체류자격별 등록외국인 현황","명","20",
"방문동거(F-1)","남자","전주시 덕진구","지역 및 체류자격별 등록외국인 현황","명","155",
"방문동거(F-1)","남자","전주시 완산구","지역 및 체류자격별 등록외국인 현황","명","150",
"방문동거(F-1)","남자","정읍시","지역 및 체류자격별 등록외국인 현황","명","106",
"방문동거(F-1)","남자","진안군","지역 및 체류자격별 등록외국인 현황","명","32",
"방문동거(F-1)","남자","전라남도","지역 및 체류자격별 등록외국인 현황","명","1467",
"방문동거(F-1)","남자","강진군","지역 및 체류자격별 등록외국인 현황","명","36",
"방문동거(F-1)","남자","고흥군","지역 및 체류자격별 등록외국인 현황","명","51",
"방문동거(F-1)","남자","곡성군","지역 및 체류자격별 등록외국인 현황","명","18",
"방문동거(F-1)","남자","광양시","지역 및 체류자격별 등록외국인 현황","명","125",
"방문동거(F-1)","남자","구례군","지역 및 체류자격별 등록외국인 현황","명","14",
"방문동거(F-1)","남자","나주시","지역 및 체류자격별 등록외국인 현황","명","115",
"방문동거(F-1)","남자","담양군","지역 및 체류자격별 등록외국인 현황","명","33",
"방문동거(F-1)","남자","목포시","지역 및 체류자격별 등록외국인 현황","명","144",
"방문동거(F-1)","남자","무안군","지역 및 체류자격별 등록외국인 현황","명","60",
"방문동거(F-1)","남자","보성군","지역 및 체류자격별 등록외국인 현황","명","30",
"방문동거(F-1)","남자","순천시","지역 및 체류자격별 등록외국인 현황","명","123",
"방문동거(F-1)","남자","신안군","지역 및 체류자격별 등록외국인 현황","명","36",
"방문동거(F-1)","남자","여수시","지역 및 체류자격별 등록외국인 현황","명","136",
"방문동거(F-1)","남자","영광군","지역 및 체류자격별 등록외국인 현황","명","57",
"방문동거(F-1)","남자","영암군","지역 및 체류자격별 등록외국인 현황","명","167",
"방문동거(F-1)","남자","완도군","지역 및 체류자격별 등록외국인 현황","명","62",
"방문동거(F-1)","남자","장성군","지역 및 체류자격별 등록외국인 현황","명","58",
"방문동거(F-1)","남자","장흥군","지역 및 체류자격별 등록외국인 현황","명","28",
"방문동거(F-1)","남자","진도군","지역 및 체류자격별 등록외국인 현황","명","31",
"방문동거(F-1)","남자","함평군","지역 및 체류자격별 등록외국인 현황","명","28",
"방문동거(F-1)","남자","해남군","지역 및 체류자격별 등록외국인 현황","명","68",
"방문동거(F-1)","남자","화순군","지역 및 체류자격별 등록외국인 현황","명","47",
"방문동거(F-1)","남자","경상북도","지역 및 체류자격별 등록외국인 현황","명","2260",
"방문동거(F-1)","남자","경산시","지역 및 체류자격별 등록외국인 현황","명","203",
"방문동거(F-1)","남자","경주시","지역 및 체류자격별 등록외국인 현황","명","713",
"방문동거(F-1)","남자","고령군","지역 및 체류자격별 등록외국인 현황","명","28",
"방문동거(F-1)","남자","구미시","지역 및 체류자격별 등록외국인 현황","명","218",
"방문동거(F-1)","남자","군위군","지역 및 체류자격별 등록외국인 현황","명","16",
"방문동거(F-1)","남자","김천시","지역 및 체류자격별 등록외국인 현황","명","86",
"방문동거(F-1)","남자","문경시","지역 및 체류자격별 등록외국인 현황","명","32",
"방문동거(F-1)","남자","봉화군","지역 및 체류자격별 등록외국인 현황","명","25",
"방문동거(F-1)","남자","상주시","지역 및 체류자격별 등록외국인 현황","명","89",
"방문동거(F-1)","남자","성주군","지역 및 체류자격별 등록외국인 현황","명","37",
"방문동거(F-1)","남자","안동시","지역 및 체류자격별 등록외국인 현황","명","91",
"방문동거(F-1)","남자","영덕군","지역 및 체류자격별 등록외국인 현황","명","19",
"방문동거(F-1)","남자","영양군","지역 및 체류자격별 등록외국인 현황","명","30",
"방문동거(F-1)","남자","영주시","지역 및 체류자격별 등록외국인 현황","명","80",
"방문동거(F-1)","남자","영천시","지역 및 체류자격별 등록외국인 현황","명","93",
"방문동거(F-1)","남자","예천군","지역 및 체류자격별 등록외국인 현황","명","50",
"방문동거(F-1)","남자","울릉군","지역 및 체류자격별 등록외국인 현황","명","3",
"방문동거(F-1)","남자","울진군","지역 및 체류자격별 등록외국인 현황","명","28",
"방문동거(F-1)","남자","의성군","지역 및 체류자격별 등록외국인 현황","명","44",
"방문동거(F-1)","남자","청도군","지역 및 체류자격별 등록외국인 현황","명","28",
"방문동거(F-1)","남자","청송군","지역 및 체류자격별 등록외국인 현황","명","21",
"방문동거(F-1)","남자","칠곡군","지역 및 체류자격별 등록외국인 현황","명","112",
"방문동거(F-1)","남자","포항시 남구","지역 및 체류자격별 등록외국인 현황","명","107",
"방문동거(F-1)","남자","포항시 북구","지역 및 체류자격별 등록외국인 현황","명","107",
"방문동거(F-1)","남자","경상남도","지역 및 체류자격별 등록외국인 현황","명","2934",
"방문동거(F-1)","남자","거제시","지역 및 체류자격별 등록외국인 현황","명","200",
"방문동거(F-1)","남자","거창군","지역 및 체류자격별 등록외국인 현황","명","38",
"방문동거(F-1)","남자","고성군","지역 및 체류자격별 등록외국인 현황","명","41",
"방문동거(F-1)","남자","김해시","지역 및 체류자격별 등록외국인 현황","명","838",
"방문동거(F-1)","남자","남해군","지역 및 체류자격별 등록외국인 현황","명","26",
"방문동거(F-1)","남자","밀양시","지역 및 체류자격별 등록외국인 현황","명","74",
"방문동거(F-1)","남자","사천시","지역 및 체류자격별 등록외국인 현황","명","79",
"방문동거(F-1)","남자","산청군","지역 및 체류자격별 등록외국인 현황","명","33",
"방문동거(F-1)","남자","양산시","지역 및 체류자격별 등록외국인 현황","명","303",
"방문동거(F-1)","남자","의령군","지역 및 체류자격별 등록외국인 현황","명","39",
"방문동거(F-1)","남자","진주시","지역 및 체류자격별 등록외국인 현황","명","190",
"방문동거(F-1)","남자","창녕군","지역 및 체류자격별 등록외국인 현황","명","156",
"방문동거(F-1)","남자","창원시 마산합포구","지역 및 체류자격별 등록외국인 현황","명","96",
"방문동거(F-1)","남자","창원시 마산회원구","지역 및 체류자격별 등록외국인 현황","명","81",
"방문동거(F-1)","남자","창원시 성산구","지역 및 체류자격별 등록외국인 현황","명","127",
"방문동거(F-1)","남자","창원시 의창구","지역 및 체류자격별 등록외국인 현황","명","153",
"방문동거(F-1)","남자","창원시 진해구","지역 및 체류자격별 등록외국인 현황","명","195",
"방문동거(F-1)","남자","통영시","지역 및 체류자격별 등록외국인 현황","명","105",
"방문동거(F-1)","남자","하동군","지역 및 체류자격별 등록외국인 현황","명","35",
"방문동거(F-1)","남자","함안군","지역 및 체류자격별 등록외국인 현황","명","72",
"방문동거(F-1)","남자","함양군","지역 및 체류자격별 등록외국인 현황","명","27",
"방문동거(F-1)","남자","합천군","지역 및 체류자격별 등록외국인 현황","명","26",
"방문동거(F-1)","남자","제주특별자치도","지역 및 체류자격별 등록외국인 현황","명","645",
"방문동거(F-1)","남자","서귀포시","지역 및 체류자격별 등록외국인 현황","명","180",
"방문동거(F-1)","남자","제주시","지역 및 체류자격별 등록외국인 현황","명","465",
"방문동거(F-1)","여자","총계","지역 및 체류자격별 등록외국인 현황","명","71922",
"방문동거(F-1)","여자","서울특별시","지역 및 체류자격별 등록외국인 현황","명","12096",
"방문동거(F-1)","여자","강남구","지역 및 체류자격별 등록외국인 현황","명","111",
"방문동거(F-1)","여자","강동구","지역 및 체류자격별 등록외국인 현황","명","261",
"방문동거(F-1)","여자","강북구","지역 및 체류자격별 등록외국인 현황","명","236",
"방문동거(F-1)","여자","강서구","지역 및 체류자격별 등록외국인 현황","명","349",
"방문동거(F-1)","여자","관악구","지역 및 체류자격별 등록외국인 현황","명","803",
"방문동거(F-1)","여자","광진구","지역 및 체류자격별 등록외국인 현황","명","524",
"방문동거(F-1)","여자","구로구","지역 및 체류자격별 등록외국인 현황","명","2066",
"방문동거(F-1)","여자","금천구","지역 및 체류자격별 등록외국인 현황","명","1237",
"방문동거(F-1)","여자","노원구","지역 및 체류자격별 등록외국인 현황","명","160",
"방문동거(F-1)","여자","도봉구","지역 및 체류자격별 등록외국인 현황","명","155",
"방문동거(F-1)","여자","동대문구","지역 및 체류자격별 등록외국인 현황","명","317",
"방문동거(F-1)","여자","동작구","지역 및 체류자격별 등록외국인 현황","명","379",
"방문동거(F-1)","여자","마포구","지역 및 체류자격별 등록외국인 현황","명","218",
"방문동거(F-1)","여자","서대문구","지역 및 체류자격별 등록외국인 현황","명","223",
"방문동거(F-1)","여자","서초구","지역 및 체류자격별 등록외국인 현황","명","169",
"방문동거(F-1)","여자","성동구","지역 및 체류자격별 등록외국인 현황","명","260",
"방문동거(F-1)","여자","성북구","지역 및 체류자격별 등록외국인 현황","명","320",
"방문동거(F-1)","여자","송파구","지역 및 체류자격별 등록외국인 현황","명","337",
"방문동거(F-1)","여자","양천구","지역 및 체류자격별 등록외국인 현황","명","265",
"방문동거(F-1)","여자","영등포구","지역 및 체류자격별 등록외국인 현황","명","2024",
"방문동거(F-1)","여자","용산구","지역 및 체류자격별 등록외국인 현황","명","618",
"방문동거(F-1)","여자","은평구","지역 및 체류자격별 등록외국인 현황","명","270",
"방문동거(F-1)","여자","종로구","지역 및 체류자격별 등록외국인 현황","명","187",
"방문동거(F-1)","여자","중구","지역 및 체류자격별 등록외국인 현황","명","322",
"방문동거(F-1)","여자","중랑구","지역 및 체류자격별 등록외국인 현황","명","285",
"방문동거(F-1)","여자","부산광역시","지역 및 체류자격별 등록외국인 현황","명","2108",
"방문동거(F-1)","여자","강서구","지역 및 체류자격별 등록외국인 현황","명","127",
"방문동거(F-1)","여자","금정구","지역 및 체류자격별 등록외국인 현황","명","110",
"방문동거(F-1)","여자","기장군","지역 및 체류자격별 등록외국인 현황","명","107",
"방문동거(F-1)","여자","남구","지역 및 체류자격별 등록외국인 현황","명","121",
"방문동거(F-1)","여자","동구","지역 및 체류자격별 등록외국인 현황","명","115",
"방문동거(F-1)","여자","동래구","지역 및 체류자격별 등록외국인 현황","명","80",
"방문동거(F-1)","여자","부산진구","지역 및 체류자격별 등록외국인 현황","명","186",
"방문동거(F-1)","여자","북구","지역 및 체류자격별 등록외국인 현황","명","160",
"방문동거(F-1)","여자","사상구","지역 및 체류자격별 등록외국인 현황","명","249",
"방문동거(F-1)","여자","사하구","지역 및 체류자격별 등록외국인 현황","명","289",
"방문동거(F-1)","여자","서구","지역 및 체류자격별 등록외국인 현황","명","75",
"방문동거(F-1)","여자","수영구","지역 및 체류자격별 등록외국인 현황","명","88",
"방문동거(F-1)","여자","연제구","지역 및 체류자격별 등록외국인 현황","명","83",
"방문동거(F-1)","여자","영도구","지역 및 체류자격별 등록외국인 현황","명","87",
"방문동거(F-1)","여자","중구","지역 및 체류자격별 등록외국인 현황","명","37",
"방문동거(F-1)","여자","해운대구","지역 및 체류자격별 등록외국인 현황","명","194",
"방문동거(F-1)","여자","대구광역시","지역 및 체류자격별 등록외국인 현황","명","1979",
"방문동거(F-1)","여자","남구","지역 및 체류자격별 등록외국인 현황","명","77",
"방문동거(F-1)","여자","달서구","지역 및 체류자격별 등록외국인 현황","명","450",
"방문동거(F-1)","여자","달성군","지역 및 체류자격별 등록외국인 현황","명","549",
"방문동거(F-1)","여자","동구","지역 및 체류자격별 등록외국인 현황","명","209",
"방문동거(F-1)","여자","북구","지역 및 체류자격별 등록외국인 현황","명","322",
"방문동거(F-1)","여자","서구","지역 및 체류자격별 등록외국인 현황","명","243",
"방문동거(F-1)","여자","수성구","지역 및 체류자격별 등록외국인 현황","명","91",
"방문동거(F-1)","여자","중구","지역 및 체류자격별 등록외국인 현황","명","38",
"방문동거(F-1)","여자","인천광역시","지역 및 체류자격별 등록외국인 현황","명","4735",
"방문동거(F-1)","여자","강화군","지역 및 체류자격별 등록외국인 현황","명","46",
"방문동거(F-1)","여자","계양구","지역 및 체류자격별 등록외국인 현황","명","274",
"방문동거(F-1)","여자","남동구","지역 및 체류자격별 등록외국인 현황","명","667",
"방문동거(F-1)","여자","동구","지역 및 체류자격별 등록외국인 현황","명","63",
"방문동거(F-1)","여자","미추홀구","지역 및 체류자격별 등록외국인 현황","명","586",
"방문동거(F-1)","여자","부평구","지역 및 체류자격별 등록외국인 현황","명","1110",
"방문동거(F-1)","여자","서구","지역 및 체류자격별 등록외국인 현황","명","659",
"방문동거(F-1)","여자","연수구","지역 및 체류자격별 등록외국인 현황","명","1079",
"방문동거(F-1)","여자","옹진군","지역 및 체류자격별 등록외국인 현황","명","9",
"방문동거(F-1)","여자","중구","지역 및 체류자격별 등록외국인 현황","명","242",
"방문동거(F-1)","여자","광주광역시","지역 및 체류자격별 등록외국인 현황","명","1842",
"방문동거(F-1)","여자","광산구","지역 및 체류자격별 등록외국인 현황","명","1179",
"방문동거(F-1)","여자","남구","지역 및 체류자격별 등록외국인 현황","명","128",
"방문동거(F-1)","여자","동구","지역 및 체류자격별 등록외국인 현황","명","45",
"방문동거(F-1)","여자","북구","지역 및 체류자격별 등록외국인 현황","명","321",
"방문동거(F-1)","여자","서구","지역 및 체류자격별 등록외국인 현황","명","169",
"방문동거(F-1)","여자","대전광역시","지역 및 체류자격별 등록외국인 현황","명","975",
"방문동거(F-1)","여자","대덕구","지역 및 체류자격별 등록외국인 현황","명","194",
"방문동거(F-1)","여자","동구","지역 및 체류자격별 등록외국인 현황","명","167",
"방문동거(F-1)","여자","서구","지역 및 체류자격별 등록외국인 현황","명","254",
"방문동거(F-1)","여자","유성구","지역 및 체류자격별 등록외국인 현황","명","197",
"방문동거(F-1)","여자","중구","지역 및 체류자격별 등록외국인 현황","명","163",
"방문동거(F-1)","여자","울산광역시","지역 및 체류자격별 등록외국인 현황","명","1547",
"방문동거(F-1)","여자","남구","지역 및 체류자격별 등록외국인 현황","명","328",
"방문동거(F-1)","여자","동구","지역 및 체류자격별 등록외국인 현황","명","251",
"방문동거(F-1)","여자","북구","지역 및 체류자격별 등록외국인 현황","명","239",
"방문동거(F-1)","여자","울주군","지역 및 체류자격별 등록외국인 현황","명","483",
"방문동거(F-1)","여자","중구","지역 및 체류자격별 등록외국인 현황","명","246",
"방문동거(F-1)","여자","세종특별자치시","지역 및 체류자격별 등록외국인 현황","명","293",
"방문동거(F-1)","여자","경기도","지역 및 체류자격별 등록외국인 현황","명","23480",
"방문동거(F-1)","여자","가평군","지역 및 체류자격별 등록외국인 현황","명","59",
"방문동거(F-1)","여자","고양시 덕양구","지역 및 체류자격별 등록외국인 현황","명","301",
"방문동거(F-1)","여자","고양시 일산동구","지역 및 체류자격별 등록외국인 현황","명","194",
"방문동거(F-1)","여자","고양시 일산서구","지역 및 체류자격별 등록외국인 현황","명","196",
"방문동거(F-1)","여자","과천시","지역 및 체류자격별 등록외국인 현황","명","5",
"방문동거(F-1)","여자","광명시","지역 및 체류자격별 등록외국인 현황","명","434",
"방문동거(F-1)","여자","광주시","지역 및 체류자격별 등록외국인 현황","명","567",
"방문동거(F-1)","여자","구리시","지역 및 체류자격별 등록외국인 현황","명","89",
"방문동거(F-1)","여자","군포시","지역 및 체류자격별 등록외국인 현황","명","497",
"방문동거(F-1)","여자","김포시","지역 및 체류자격별 등록외국인 현황","명","651",
"방문동거(F-1)","여자","남양주시","지역 및 체류자격별 등록외국인 현황","명","380",
"방문동거(F-1)","여자","동두천시","지역 및 체류자격별 등록외국인 현황","명","142",
"방문동거(F-1)","여자","부천시","지역 및 체류자격별 등록외국인 현황","명","1846",
"방문동거(F-1)","여자","성남시 분당구","지역 및 체류자격별 등록외국인 현황","명","81",
"방문동거(F-1)","여자","성남시 수정구","지역 및 체류자격별 등록외국인 현황","명","666",
"방문동거(F-1)","여자","성남시 중원구","지역 및 체류자격별 등록외국인 현황","명","227",
"방문동거(F-1)","여자","수원시 권선구","지역 및 체류자격별 등록외국인 현황","명","794",
"방문동거(F-1)","여자","수원시 영통구","지역 및 체류자격별 등록외국인 현황","명","222",
"방문동거(F-1)","여자","수원시 장안구","지역 및 체류자격별 등록외국인 현황","명","406",
"방문동거(F-1)","여자","수원시 팔달구","지역 및 체류자격별 등록외국인 현황","명","929",
"방문동거(F-1)","여자","시흥시","지역 및 체류자격별 등록외국인 현황","명","2426",
"방문동거(F-1)","여자","안산시 단원구","지역 및 체류자격별 등록외국인 현황","명","3313",
"방문동거(F-1)","여자","안산시 상록구","지역 및 체류자격별 등록외국인 현황","명","1257",
"방문동거(F-1)","여자","안성시","지역 및 체류자격별 등록외국인 현황","명","743",
"방문동거(F-1)","여자","안양시 동안구","지역 및 체류자격별 등록외국인 현황","명","111",
"방문동거(F-1)","여자","안양시 만안구","지역 및 체류자격별 등록외국인 현황","명","356",
"방문동거(F-1)","여자","양주시","지역 및 체류자격별 등록외국인 현황","명","258",
"방문동거(F-1)","여자","양평군","지역 및 체류자격별 등록외국인 현황","명","87",
"방문동거(F-1)","여자","여주시","지역 및 체류자격별 등록외국인 현황","명","118",
"방문동거(F-1)","여자","연천군","지역 및 체류자격별 등록외국인 현황","명","46",
"방문동거(F-1)","여자","오산시","지역 및 체류자격별 등록외국인 현황","명","793",
"방문동거(F-1)","여자","용인시 기흥구","지역 및 체류자격별 등록외국인 현황","명","223",
"방문동거(F-1)","여자","용인시 수지구","지역 및 체류자격별 등록외국인 현황","명","85",
"방문동거(F-1)","여자","용인시 처인구","지역 및 체류자격별 등록외국인 현황","명","367",
"방문동거(F-1)","여자","의왕시","지역 및 체류자격별 등록외국인 현황","명","62",
"방문동거(F-1)","여자","의정부시","지역 및 체류자격별 등록외국인 현황","명","335",
"방문동거(F-1)","여자","이천시","지역 및 체류자격별 등록외국인 현황","명","273",
"방문동거(F-1)","여자","파주시","지역 및 체류자격별 등록외국인 현황","명","418",
